Vanvard	VANPN
hevur	VNPS3
staðið	VA
í	ED
gerð	SFSD
síðani	DN
í	EA
maj	SMSA
og	C
sunnukvøldið	SNSAA
var	VNAS3
so	DN
mikið	DN
væl	DN
áleiðis	DN
komið	VA
,	,
at	C
starvsfólkini	SNPNA
kundu	VNAP3
byrja	VI
.	.

-	-
Hetta	PDNSN
er	VNPS3
alt	PINSN
spildurnýtt	APSNSN
fyri	ED
okkum	P1PD
øll	PINPN
.	.

So	DN
er	VNPS3
stórt	APSNSN
goymslurúm	SNSN
,	,
skeri	SNSN
-	-
og	C
pakkirúm	SNSN
,	,
kantina	SFSN
og	C
annað	PINSN
,	,
sum	CR
enn	DN
ikki	DN
er	VNPS3
liðugt	APSNSN
at	CI
gera	VI
.	.

Í	ED
gamla	APWNSD
bakarínum	SNSDA
máttu	VNAP3
tey	PNPN
bera	VI
allar	PIMPA
breyðkassarnar	SMPAA
út	DN
sjálvi	APSNPN
,	,
og	C
tað	PNSN
var	VNAS3
mangan	DN
tungt	APSNSN
og	C
strævið	APSNSN
.	.

Ætlanin	SFSNA
er	VNPS3
at	CI
víðka	VI
um	EA
handilin	SMSAA
,	,
men	C
nú	DN
mugu	VNPP1
vit	P1PN
líka	DN
steðga	VI
og	C
síggja	VI
,	,
hvussu	DN
hetta	PDNSN
fer	VNPS3
at	CI
ganga	VI
,	,
sigur	VNPS3
Jórun	SFSNP
Mørkøre	SXP
og	C
leggur	VNPS3
afturat	EN
,	,
at	C
um	C
ikki	DN
hon	PFSN
hevði	VNAS3
havt	VA
so	DN
góð	APSNPA
fólk	SNPA
rundan	DN
um	EA
seg	PFSA
,	,
so	DN
hevði	VNAS3
hon	PFSN
ikki	DN
staðið	VA
í	ED
nýggja	APWNSD
bakarínum	SNSDA
nú	DN
.	.

Tey	PNPN
heingja	VNPP3
prýði	SNPA
upp	DN
í	ED
barnagarðinum	SMSDA
,	,
skúlanum	SMSDA
og	C
heima	DN
við	EA
hús	SNSA
.	.

Tað	PNSN
er	VNPS3
ein	PIFSN
vøkur	APSFSN
sjón	SFSN
at	CI
síggja	VI
eitt	PINSA
peruskrýtt	VANSA
træ	SNSA
.	.

Hetta	PDNSN
húsið	SNSNA
fær	VNPS3
heilt	DN
vist	DN
mong	APSNPA
at	CI
hugsa	VI
,	,
at	C
bara	DN
man	PINSN
var	VNAS3
barn	SNSN
í	EA
dag	SMSA
.	.

Tað	PNSN
sum	CR
í	EA
dag	SMSA
sermerkir	VNPS3
bygnaðin	SMSAA
á	ED
Rás	SFSD
2	NC
er	VNPS3
eitt	PINSN
høgt	APSNSN
stig	SNSN
av	ED
effektiviteti	SMSD
og	C
operationellum	APSNSD
óhefti	SMSD
á	ED
einum	PINSD
lágum	APSNSD
kostnaðarstigi	SNSD
+	+
hetta	PDNSN
er	VNPS3
ikki	DN
minst	DSN
týðiligt	APSNSN
í	ED
at	C
støðin	SFSNA
hevur	VNPS3
uppbygt	VA
eitt	PINSA
egið	SNSA
sendinet	APSNSN
ið	CR
røkkur	VNPS3
út	DN
til	EA
meginpartin	SMSAA
av	ED
Føroya	SFPGL
fólki	SNSD
,	,
og	C
hevur	VNPS3
samstundis	DN
optimerað	VA
sína	PFSA
framleiðslu	SFSA
og	C
rakstur	SMSA
við	ED
hjálp	SFSD
av	ED
nýggjastu	ASSFSD
tøknifrøði	SFSD
.	.

»	»
Vit	P1PN
skræddu	VNAP1
alt	PINSA
út	DN
og	C
bygdu	VNAP1
um	DN
fullkomiliga	DN
av	ED
nýggjum	APSNSD
,	,
«	«
greiðir	VNPS3
Petur	SMSNP
Jacobsen	SXP
frá	EN
.	.

Teir	PDMPN
eldru	ACWMPN
synirnir	SMPNA
Jan	SMSNP
og	C
Dávur	SMSNP
,	,
sum	CR
til	EG
gerandis	SNSG
ikki	DN
rokast	VEPP3
á	ED
Rás	SFSD
2	NC
,	,
hava	VNPP3
eisini	DN
hjálpt	VA
nógv	DN
til	EN
við	ED
ymiskum	APSFPD
uppgávum	SFPD
tá	C
tað	PNSN
hevur	VNPS3
staðið	VA
á	EN
.	.

Frustratiónirnar	SFPNA
hava	VNPP3
staðið	VA
týðiligar	APSFPA
at	CI
lesa	VI
millum	EA
reglurnar	SFPAA
tá	C
Petur	SMSNP
Jacobsen	SXP
hevur	VNPS3
skrivað	VA
okkurt	PINSA
lesarabrævið	SNSAA
sum	C
íkast	SNSA
til	EA
orðaskiftið	SNSAA
um	EA
kringvarp	SNSA
í	ED
Føroyum	SFPDL
,	,
eitt	PINSA
orðaskifti	SNSA
sum	CR
ikki	DN
minst	DSN
hevur	VNPS3
verið	VA
merkt	VANSN
av	ED
at	C
fólk	SNPN
eru	VNPP3
ørkymlað	VANPN
yvir	EA
spurningin	SMSAA
um	EA
hvat	PNSA
ið	CR
tann	PDMSN
politiski	APWMSN
myndugleikin	SMSNA
ætlar	VNPS3
at	CI
stinga	VI
út	DN
í	EA
kortið	SNSAA
.	.

»	»
Tað	PNSN
skuldi	VNAS3
tað	PNSN
verið	VA
,	,
men	C
í	ED
lógini	SFSDA
um	EA
kringvarp	SNSA
frá	ED
1997	NC
er	VNPS3
lagt	VA
upp	DN
til	EN
at	C
somu	APSFPN
treytir	SFPN
skulu	VNPP3
galda	VI
fyri	EA
privatar	APSFPA
og	C
almennar	APSFPA
støðir	SFPA
,	,
tó	DN
við	ED
tí	PDNSD
undantaki	SNSD
at	C
tær	PDFPN
privatu	APSFPN
mugu	VNPP3
sjálvar	APSFPN
klára	VI
seg	PFPA
fíggjarliga	DN
?	?

Ellingsgaard	SXP

Tekstirnir	SMPNA
eru	VNPP3
ein	PIFSN
roynd	SFSN
at	CI
lýsa	VI
mín	P1SA
sakn	SMSA
av	ED
einum	PIMSD
gandakendum	APSMSD
og	C
óspiltum	APSMSD
heimi	SMSD
,	,
men	C
tað	PNSN
hevði	VNAS3
jú	DN
ikki	DN
verið	VA
nøkur	PIFSN
meining	SFSN
í	ED
at	CI
seta	VI
orð	SNSA
á	EA
hendan	PDMSA
saknin	SMSAA
,	,
um	C
eg	P1SN
ikki	DN
trúði	VNAS1
uppá	EA
,	,
at	C
tað	PNSN
ber	VNPS3
til	EN
at	CI
finna	VI
aftur	DN
til	EA
ella	C
endurskapa	VI
tað	PDNSA
óspilta	APWNSA
,	,
sigur	VNPS3
Unn	SFSNP
og	C
leggur	VNPS3
afturat	EN
,	,
at	C
hon	PFSN
vónar	VNPS3
,	,
at	C
lesarin	SMSNA
sær	VNPS3
tekstirnar	SMPAA
,	,
sum	C
eina	PIFSA
áheitan	SFSA
,	,
heldur	DCN
enn	DN
eina	PIFSA
náðileysa	APSFSA
ákæru	SFSA
.	.

Svarið	SNSNA
,	,
hann	PMSN
fær	VNPS3
,	,
er	VNPS3
,	,
at	C
mýggjabitar	SMPN
flenna	VNPP3
ikki	DN
,	,
tí	C
teir	PMPN
hava	VNPP3
onga	PIFSA
rødd	SFSA
.	.

Vit	P1PN
sóu	VNAP1
jú	DN
menniskju	SNPA
,	,
sum	CR
stóðu	VNAP3
púra	DN
hjálparleys	APSNPN
og	C
høvdu	VNAP3
mist	VA
alt	PINSA
,	,
men	C
kortini	DN
royndu	VNAP3
at	CI
varðveita	VI
álitið	SNSAA
á	ED
,	,
at	C
tey	PNPN
,	,
sum	CR
sótu	VNAP3
við	EA
valdið	SNSAA
,	,
onkusvegna	DN
kundu	VNAP3
hjálpa	VI
teimum	PNPD
.	.

Slíkt	APSNSN
er	VNPS3
sjálvandi	DN
lætt	APSNSN
at	CI
sita	VI
og	C
siga	VI
,	,
og	C
fyri	EA
onkran	PIMSA
ljóðar	VNPS3
tað	PNSN
uttan	DN
iva	SMSA
sum	C
ein	PIFSN
kliché	SFSN
,	,
men	C
fyri	EA
meg	P1SA
snýr	VNPS3
hetta	PDNSN
seg	PNSA
um	EA
eina	PIFSA
heila	APSFSA
lívsfatan	SFSA
,	,
sum	CR
sær	VNPS3
hvørt	PINSA
einstakt	APSNSN
menniskja	SNSA
sum	C
lið	SNSA
í	ED
eini	PIFSD
óendaligari	APSFSD
ringrás	SFSD
.	.

Eitt	PINSN
tað	PDNSN
besta	ASSNSN
dømi	SNSN
er	VNPS3
tankin	SMSNA
um	EA
vistfrøðilig	APSNPA
landbrúk	SNPA
.	.

Í	ED
innganginum	SMSDA
til	EA
"	"
Aftur	DN
Nú	DN
"	"
lýsir	VNPS3
Unn	SFSNP
savnið	SNSAA
sum	C
eygleiðingar	SFPA
,	,
hugleiðingar	SFPA
og	C
royndir	SFPA
,	,
hon	PFSN
hevur	VNPS3
gjørt	VA
sær	PFSD
,	,
í	ED
eini	PIFSD
longdari	APSFSD
"	"
nú	DN
-	-
process	SFSD
"	"
,	,
sum	C
hon	PFSN
tekur	VNPS3
til	EN
.	.

Tekstirnir	SMPNA
í	ED
"	"
Aftur	DN
Nú	DN
"	"
spegla	VNPP3
boðskapin	SMSAA
um	EA
,	,
at	C
alt	PINSN
er	VNPS3
ein	PIFSN
process	SFSN
,	,
og	C
at	C
hvør	PIFSN
einasta	ASWFSN
lítla	APSFSN
hending	SFSN
hevur	VNPS3
eina	PIFSA
avleiðing	SFSA
av	ED
onkrum	PINSD
slagi	SNSD
.	.

Bilførarin	SMSNA
bleiv	VNAS3
fastur	APSMSN
í	ED
bilinum	SMSDA
,	,
og	C
neyðugt	APSNSN
var	VNAS3
at	CI
skera	VI
mannin	SMSAA
leysan	APSMSA
úr	ED
bilinum	SMSDA
.	.

Torbjørn	SMSNP
Jacobsen	SXP
verður	VNPS3
ikki	DN
blakaður	VAMSN
úr	ED
Tjóðveldisflokkinum	SMSDA
,	,
tá	C
ið	C
flokkurin	SMSNA
hevur	VNPS3
eykafloksting	SNSA
í	ED
næstu	ASSFSD
viku	SFSD
.	.

Og	C
tað	PDNSN
uppskotið	SNSNA
stendur	VNPS3
við	EN
og	C
skal	VNPS3
viðgerast	VE
á	ED
eykaflokstinginum	SNSDA
í	ED
næstu	ASSFSD
viku	SFSD
.	.

Men	C
Høgni	SMSNP
Hoydal	SMSAL
vil	VNPS3
ongar	PIFPA
viðmerkingar	SFPA
gera	VI
,	,
nú	DN
uppskotini	SNPNA
um	EN
at	CI
koyra	VI
Torbjørn	SMSAP
Jacobsen	SXP
úr	ED
flokkinum	SMSDA
eru	VNPP3
tikin	VANPN
aftur	DN
.	.

Hevndi	VNAS3
seg	PMSA
fyri	EA
upploysn	SFSA
av	ED
rockbólki	SMSD

Hann	PMSN
var	VNAS3
á	ED
staðnum	SNSDA
tveir	NCMPA
minuttir	SMPA
eftir	EA
,	,
at	C
fyrsta	NONSN
skotið	SNSNA
varð	VNAS3
latið	VANSN
av	EN
.	.

Tá	C
ið	C
roykalarmurin	SMSNA
fór	VNAS3
í	EA
gongd	SFSA
,	,
vóru	VNAP3
øll	PINPN
børnini	SNPNA
fingin	VANPN
út	DN
úr	ED
frítíðarskúlanum	SMSDA
beinanvegin	DN
.	.

Í	ED
løtuni	SFSDA
tosar	VNPS3
BP	T
við	EA
oljufeløg	SNPA
og	C
myndugleikar	SMPA
um	EN
at	CI
flyta	VI
sínar	PMPA
brunnar	SMPA
inn	DN
á	EA
basaltið	SNSAA
.	.

Hann	PMSN
vísir	VNPS3
tí	DN
á	EA
,	,
at	C
tað	PNSN
avgjørt	DN
heldur	DCN
ikki	DN
er	VNPS3
útilokað	VANSN
,	,
at	C
BP	T
eisini	DN
seinni	DCN
"	"
farmar	VNPS3
"	"
inn	DN
tvs	T
.	.

-	-
Tað	PNSN
er	VNPS3
greitt	APSNSN
at	C
finnur	VNPS3
man	PINSN
nakað	PINSA
í	ED
nánd	SFSD
av	ED
tí	PDNSD
føroyska	APWNSD
markinum	SNSDA
,	,
so	DN
er	VNPS3
tað	PNSN
altíð	DN
áhugavert	APSNSN
.	.

Í	ED
1	NOFSD
.	.

Sosialurin	SMSNA
skilur	VNPS3
,	,
at	C
BP	T
og	C
Anadarko	F
,	,
sum	CR
eigur	VNPS3
eitt	PINSA
9	NC
ára	SNPG
loyvi	SNSA
á	ED
landgrunninum	SMSDA
,	,
hava	VNPP3
tosað	VA
saman	DN
um	EN
at	CI
flyta	VI
BP	T
brunnarnar	SMPAA
inn	DN
á	EA
teirra	PNPG
øki	SNSA
og	C
nevnt	VA
.	.

Janus	SMSNP
Petersen	SXP
,	,
bankastjóri	SMSN
,	,
sigur	VNPS3
,	,
at	C
tørvur	SMSN
ikki	DN
er	VNPS3
á	ED
deildini	SFSDA
longur	DCN
,	,
og	C
at	C
automatikkurin	SMSNA
kemur	VNPS3
at	CI
fylla	VI
plássið	SNSAA

Kortið	SNSNA
kann	VNPS3
jú	DN
nýtast	VE
um	EA
allan	PIMSA
heimin	SMSAA
,	,
sigur	VNPS3
Janus	SMSNP
Petersen	SXP
.	.

Saman	DN
við	ED
Sparikassanum	SMSDA
hava	VNPP1
vit	P1PN
væl	DN
einar	NCFPA
50	NC
deildir	SFPA
í	ED
landinum	SNSDA
,	,
og	C
tað	PNSN
er	VNPS3
heimsmet	SNSN
pr.	T
innbúgva	SMSA
.	.

Uppskotið	SNSNA
sigur	VNPS3
,	,
at	C
undantøkini	SNPNA
eru	VNPP3
handlar	SMPN
,	,
ið	CR
selja	VNPP3
gerandisvørur	SFPA
og	C
sum	CR
hava	VNPP3
eitt	PINSA
sølupláss	SNSA
,	,
sum	CR
er	VNPS3
minni	DCN
enn	DN
250	NC
fermetrar	SMPA
.	.

Ein	PIFSN
nýggj	APSFSN
lóg	SFSN
fer	VNPS3
at	CI
sláa	VI
fast	DN
,	,
hvat	PNSN
er	VNPS3
loyvt	VANSN
og	C
ikki	DN
,	,
sigur	VNPS3
ein	PIMSN
ógvuliga	DN
avgjørdur	VAMSN
Finn	SMSNP
Nielsen	SXP
.	.

Finn	SMSNP
sigur	VNPS3
,	,
at	C
tað	PNSN
,	,
at	C
Keypssamtøkuhandlarnir	SMPNA
ikki	DN
koma	VNPP3
undir	EA
undantøkini	SNPAA
,	,
bert	DN
hevur	VNPS3
praktiskan	APSMSA
týdning	SMSA
sunnudagar	SMPA
.	.

-	-
Eg	P1SN
eri	VNPS1
grundleggjandi	VP
eitt	PINSN
positivt	APSNSN
menniskja	SNSN
,	,
sum	CR
ikki	DN
missir	VNPS3
vónina	SFSAA
.	.

