-	KO
Sjálvstýrisfloksins	SMSGA
,	KC
Kári	SMSNP
P.	X
Højgaard	SXP
,	KC
sigur	VNPS3
,	KC
at	C
er	VNPS3
ætlanin	SFSNA
at	CI
avtaka	VI
Postverk	SNSA
Føroya	SFPGP
sum	C
tænastuveitara	SMSA
á	DG
høgum	APSNSD
støði	SNSD
við	DG
útlisiteringum	SFPD
til	DG
eitt	DN
nú	DN
bensinsølur	SFPA
og	C
bygdahandlar	SMPA
,	KC
fer	VNPS3
Sjálvstýrisflokkurin	SMSNA
ikki	DN
at	CI
taka	VI
undir	DN
við	DG
lógaruppskotinum	SNSDA

-	KO
Eg	PP1SN
hevði	VNAS1
væntað	VANSN
,	KC
at	C
friður	SMSN
nú	DN
valdaði	VNAS3
um	DG
hetta	PDNSA
mál	SNSA
,	KC
og	C
at	C
tað	PPNSN
fór	VNAS3
at	CI
verða	VI
samtykt	VANSN
einmælt	DN
.	KE

-	KO
Tá	C
ið	C
eitt	PBNSN
felag	SNSN
ella	C
ein	PBMSN
handil	SMSN
koyrir	VNPS3
tungt	DN
,	KC
er	VNPS3
ikki	DN
vanligt	APSNSN
at	CI
almannakunngera	VI
,	KC
hvussu	DN
vánalig	APSFSN
støðan	SFSNA
er	VNPS3
,	KC
men	C
vanligt	APSNSN
er	VNPS3
at	CI
bíða	VI
,	KC
til	C
seymurin	SMSNA
verður	VNPS3
negldur	VAMSN
í	DG
hurðina	SFSAA
,	KC
sigur	VNPS3
Kári	SMSNP
P.	X
Højgaard	SXP
.	KE

Trolarin	SMSNA
Sancy	SFSNP
úr	DG
Vági	SMSDP
lá	VNAS3
hósdagin	SMSAA
við	DG
bryggju	SFSD
í	DG
Vági	SMSDP
og	C
bíðaði	VNAS3
eftir	DG
spreingiserfrøðingum	SMPD
frá	DG
Marinustøðini	SFSDA
.	KE

Herverk	SNSN

Kristian	SMSNP
Martin	SMSNP
Joensen	SXP
,	KC
sýslumaður	SMSN
,	KC
sigur	VNPS3
,	KC
at	C
seinasta	ASWNSN
herverkið	SNSNA
er	VNPS3
framt	VANSN
á	DG
busskýlið	SNSAA
við	DG
Gøtugjógv	SFSDP
,	KC
har	DN
rútarnir	SMPNA
eru	VNPP3
brotnir	VAMPN
.	KE

Heldur	DCN
øðrvísi	DN
valfundurin	SMSNA
var	VNAS3
bæði	DN
lættur	APSMSN
og	C
stuttligur	APSMSN

Um	C
limirnir	SMPNA
í	DG
Filadelfia	SXP
,	KC
Evangeligihúsinum	SNSDA
og	C
Meinigheitini	SFSDA
í	DG
Hoyvík	SFSDP
høvdu	VNAP3
avtalað	VANSN
frammanundan	DN
,	KC
at	C
heitu	APWMPN
etisku	APWMPN
spurningarnir	SMPNA
skuldu	VNAP3
fáa	VI
frið	SMSA
hetta	PDNSA
sunnukvøldið	SNSAA
skal	VNPS3
verða	VI
ósagt	APSNSN
,	KC
men	C
hvørki	DN
skrásett	VANSN
parlag	SNSN
ella	C
fosturtøka	SFSN
vórðu	VNAP3
tikin	VANPN
upp	DN
á	DG
tungu	SFSA
á	DG
fundinum	SMSDA
.	KE

Teddy	SMSNP
í	DG
hopla	F

Lagt	VANSN
var	VNAS3
til	DG
brots	SNSG
klokkan	SFSNA
18	NO
,	KC
og	C
stutt	DN
eftir	DG
klokkan	SFSNA
21	NO
vórðu	VNAP3
seinastu	ASWNPN
orðini	SNPNA
søgd	VANPN
.	KE

Og	C
millum	DG
feðrafólkini	SNPAA
var	VNAS3
umframt	DG
konur	SFPA
og	C
børn	SNPA
hjá	DG
teimum	PDMPD
báðum	PBMPD
,	KC
eisini	DN
fyrrverandi	AI
stjórin	SMSNA
í	DG
Statens	SXP
Luftfartsvæsen	SXP
,	KC
Børge	SMSNP
Helmøe	SXP
Larsen	SXP
,	KC
sum	CR
er	VNPS3
faðir	SMSN
skiparan	SMSAA
og	C
abbi	SMSN
stýrimannin	SMSAA
.	KE

Gospelfestivalurin	SMSNA
eydnaðist	VEAS3
væl	DN

Hetta	PDNSN
eydnaðist	VEAS3
í	DG
fjør	SNSA
,	KC
men	C
í	DG
ár	SNSA
kom	VNAS3
ongin	PBFSN
norðaneftir	DN
til	DG
Suðuroyar	SFSGP
á	DG
gospelfestival	SMSA
.	KE

Tað	PPNSN
var	VNAS3
ein	PBMSN
brølari	SMSN
av	DG
Maersk	F
Air	F
at	CI
fara	VI
undir	DG
bonusskipanina	SFSAA
,	KC
har	DN
ferðafólk	SNPN
kundu	VNAP3
savna	VI
stig	SNPA
og	C
soleiðis	DN
møguliga	DN
vinna	VI
eina	PBFSA
ferð	SFSA
til	DG
eitt	PBNSA
nú	DN
Athen	SMSAP
ella	C
Paris	F
.	KE

Ein	PBFSN
vanlukka	SFSN
fyri	DG
kappingina	SFSAA
um	DG
fiskin	SMSAA

Men	C
tað	PPNSN
endaði	VNAS3
við	DG
,	KC
at	C
Fiskasølan	SFSNA
og	C
Fiskavirking	SFSN
vórðu	VNAP3
samanløgd	VANPN
mánakvøldið	SNSAA
og	C
nevnd	SFSN
og	C
stjóri	SMSN
í	DG
Fiskasøluni	SFSDA
vórðu	VNAP3
send	VANPN
til	DG
hús	SNSA
.	KE

Hann	PPMSN
vísir	VNPS3
eisini	DN
á	DG
,	KC
at	C
Fiskavirking	SFSN
hevur	VNPS3
ikki	DN
havt	VANSN
pening	SMSA
til	DG
at	CI
lata	VI
virkið	SNSAA
í	DG
Vági	SMSDP
uppaftur	DN
.	KE

Fiskasølan	SFSNA
hevur	VNPS3
virki	SNSA
í	DG
Hvalba	SFSNP
og	C
virki	SNSA
í	DG
Vági	SMSDP
.	KE

Hann	PPMSN
vísir	VNPS3
á	DG
,	KC
at	C
síðani	DN
í	DG
vár	SNSA
hevur	VNPS3
Fiskavirking	SFSN
lovað	VANSN
at	CI
lata	VI
virkið	SNSAA
í	DG
Vági	SMSDP
uppaftur	DN
,	KC
men	C
enn	DN
røkist	VEPS3
onki	DN
fyri	DG
tí	PPNSD
.	KE

-	KO
Vit	PP1PN
hava	VNPP1
søkt	VANSN
um	DN
at	CI
sleppa	VI
at	CI
bjóða	VI
nakrar	PBMPA
ferðaseðlar	SMPA
út	DN
fyri	DG
heilt	DN
lágan	APSMSA
prís	SMSA
,	KC
og	C
tað	PPNSA
hava	VNPP1
vit	PP1PN
fingið	VANSN
loyvi	SNSA
til	DN
.	KE

-	KO
Hasar	PDMPA
fáu	APWMPA
,	KC
bíligu	APWMPA
ferðaseðlarnar	SMPAA
bjóða	VNPP1
vit	PP1PN
út	DN
fyri	DN
at	CI
fáa	VI
umtalu	SFSA
.	KE

Tað	PPNSN
er	VNPS3
bakaríið	SNSNA
hjá	DG
Jórun	SFSDP
Mørkøre	SXP
,	KC
sum	CR
liggur	VNPS3
á	DG
ídnaðarøkinum	SNSDA
uppi	DN
við	DG
Borðoyavík	SFSAP
.	KE

Ein	PBMSN
prøvabakari	SMSN
er	VNPS3
somuleiðis	DN
við	DN
í	DG
fylginum	SNSDA
,	KC
og	C
hann	PPMSN
skal	VNPS3
royna	VI
at	CI
finna	VI
eina	PBFSA
hóskandi	VP
arbeiðsgongd	SFSA
saman	DN
við	DG
Jórun	SFSDP
og	C
hennara	PPFSG
starvsfólki	SNSD
.	KE

Sjálvt	PINSN
bakaríið	SNSNA
er	VNPS3
180	NO
fermetrar	SMPN
.	KE

Eitt	PBNSN
annað	PBNSN
,	KC
sum	CR
eisini	DN
lættir	VNPS3
munandi	AI
um	DN
hjá	DG
teimum	PPMPD
nú	DN
,	KC
er	VNPS3
at	CI
tað	PPNSN
ber	VNPS3
til	DN
at	CI
fylla	VI
bilin	SMSAA
inni	DN
í	DG
garasjuni	SFSDA
.	KE

-	KO
Nú	DN
hava	VNPP1
vit	PP1PN
fingið	VANSN
kjallara	SMSA
við	DG
hús	SNSA
fyri	DG
tað	PDNSA
fyrsta	ASWNSA
.	KE

Børn	SNPN
elska	VNPP3
at	CI
pynta	VI
til	DG
jóla	SNPG
,	KC
og	C
klatrinissurnar	SFPNA
verða	VNPP3
hongdar	VAFPN
upp	DN
allastaðni	DN
saman	DN
við	DG
perum	SFPD
,	KC
stjørnum	SFPD
og	C
øðrum	PBNPD
prýði	SNPD
.	KE

Og	C
tað	PPNSN
ger	VNPS3
tað	PPNSA
veruliga	DN
hugnaligt	APSNSA
.	KE

Og	C
tað	PPNSN
er	VNPS3
gott	APSNSN
at	CI
síggja	VI
,	KC
at	C
tey	PDNPN
vaksnu	APWNPN
í	DG
hesum	PDNSD
húsinum	SNSDA
ei	DN
heldur	DCN
gera	VI
tað	PPNSA
.	KE

Tað	PPNSN
sum	CR
í	DG
dag	SMSA
sermerkir	VNPS3
bygnaðin	SMSAA
á	DG
Rás	SFSD
2	NO
er	VNPS3
eitt	PBNSN
høgt	APSNSN
stig	SNSN
av	DG
effektiviteti	SMSD
og	C
operationellum	APSNSD
óhefti	SMSD
á	DG
einum	PBNSD
lágum	APSNSD
kostnaðarstigi	SNSD
;	KC
hetta	PDNSN
er	VNPS3
ikki	DN
minst	DSN
týðiligt	APSNSN
í	DG
at	C
støðin	SFSNA
hevur	VNPS3
uppbygt	VANSN
eitt	PBNSA
egið	SNSA
sendinet	APSNSN
ið	CR
røkkur	VNPS3
út	DN
til	DG
meginpartin	SMSAA
av	DG
Føroya	SFPGP
fólki	SNSD
,	KC
og	C
hevur	VNPS3
samstundis	DN
optimerað	VANSN
sína	PPFSA
framleiðslu	SFSA
og	C
rakstur	SMSA
við	DG
hjálp	SFSD
av	DG
nýggjastu	ASSFSD
tøknifrøði	SFSD
.	KE

»	KQ
Vit	PP1PN
skræddu	VNAP1
alt	PBNSA
út	DN
og	C
bygdu	VNAP1
um	DN
fullkomiliga	DN
av	DG
nýggjum	APSNSD
,	KC
«	KQ
greiðir	VNPS3
Petur	SMSNP
Jacobsen	SXP
frá	DN
.	KE

Teir	PDMPN
eldru	ACWMPN
synirnir	SMPNA
Jan	SMSNP
og	C
Dávur	SMSNP
,	KC
sum	CR
til	DG
gerandis	SNSG
ikki	DN
rokast	VEPP3
á	DG
Rás	SFSD
2	NO
,	KC
hava	VNPP3
eisini	DN
hjálpt	VANSN
nógv	DN
til	DN
við	DG
ymiskum	APSFPD
uppgávum	SFPD
tá	C
tað	PPNSN
hevur	VNPS3
staðið	VANSN
á	DN
.	KE

Frustratiónirnar	SFPNA
hava	VNPP3
staðið	VANSN
týðiligar	APSFPA
at	CI
lesa	VI
millum	DG
reglurnar	SFPAA
tá	C
Petur	SMSNP
Jacobsen	SXP
hevur	VNPS3
skrivað	VANSN
okkurt	PBNSA
lesarabrævið	SNSAA
sum	C
íkast	SNSA
til	DG
orðaskiftið	SNSAA
um	DG
kringvarp	SNSA
í	DG
Føroyum	SFPDP
,	KC
eitt	PBNSA
orðaskifti	SNSA
sum	CR
ikki	DN
minst	DSN
hevur	VNPS3
verið	VANSN
merkt	VANSN
av	DG
at	C
fólk	SNPN
eru	VNPP3
ørkymlað	VANPN
yvir	DG
spurningin	SMSAA
um	DG
hvat	PQNSA
ið	CR
tann	PDMSN
politiski	APWMSN
myndugleikin	SMSNA
ætlar	VNPS3
at	CI
stinga	VI
út	DN
í	DG
kortið	SNSAA
.	KE

»	KQ
Tað	PPNSN
skuldi	VNAS3
tað	PPNSN
verið	VANSN
,	KC
men	C
í	DG
lógini	SFSDA
um	DG
kringvarp	SNSA
frá	DG
1997	NO
er	VNPS3
lagt	VANSN
upp	DN
til	DN
at	C
somu	PIFPN
treytir	SFPN
skulu	VNPP3
galda	VI
fyri	DG
privatar	APSFPA
og	C
almennar	APSFPA
støðir	SFPA
,	KC
tó	DN
við	DG
tí	PDNSD
undantaki	SNSD
at	C
tær	PDFPN
privatu	APSFPN
mugu	VNPP3
sjálvar	PIFPN
klára	VI
seg	PPFPA
fíggjarliga	DN
?	KE

Ellingsgaard	SXP

Tekstirnir	SMPNA
eru	VNPP3
ein	PBFSN
roynd	SFSN
at	CI
lýsa	VI
mín	PP1SA
sakn	SMSA
av	DG
einum	PBMSD
gandakendum	APSMSD
og	C
óspiltum	APSMSD
heimi	SMSD
,	KC
men	C
tað	PPNSN
hevði	VNAS3
jú	DN
ikki	DN
verið	VANSN
nøkur	PBFSN
meining	SFSN
í	DG
at	CI
seta	VI
orð	SNSA
á	DG
hendan	PDMSA
saknin	SMSAA
,	KC
um	C
eg	PP1SN
ikki	DN
trúði	VNAS1
uppá	DG
,	KC
at	C
tað	PPNSN
ber	VNPS3
til	DN
at	CI
finna	VI
aftur	DN
til	DG
ella	C
endurskapa	VI
tað	PDNSA
óspilta	APWNSA
,	KC
sigur	VNPS3
Unn	SFSNP
og	C
leggur	VNPS3
afturat	DN
,	KC
at	C
hon	PPFSN
vónar	VNPS3
,	KC
at	C
lesarin	SMSNA
sær	VNPS3
tekstirnar	SMPAA
,	KC
sum	C
eina	PBFSA
áheitan	SFSA
,	KC
heldur	DCN
enn	DN
eina	PBFSA
náðileysa	APSFSA
ákæru	SFSA
.	KE

Svarið	SNSNA
,	KC
hann	PPMSN
fær	VNPS3
,	KC
er	VNPS3
,	KC
at	C
mýggjabitar	SMPN
flenna	VNPP3
ikki	DN
,	KC
tí	C
teir	PPMPN
hava	VNPP3
onga	PBFSA
rødd	SFSA
.	KE

Vit	PP1PN
sóu	VNAP1
jú	DN
menniskju	SNPA
,	KC
sum	CR
stóðu	VNAP3
púra	DN
hjálparleys	APSNPN
og	C
høvdu	VNAP3
mist	VANSN
alt	PBNSA
,	KC
men	C
kortini	DN
royndu	VNAP3
at	CI
varðveita	VI
álitið	SNSAA
á	DG
,	KC
at	C
tey	PPNPN
,	KC
sum	CR
sótu	VNAP3
við	DG
valdið	SNSAA
,	KC
onkusvegna	DN
kundu	VNAP3
hjálpa	VI
teimum	PPNPD
.	KE

Slíkt	PINSN
er	VNPS3
sjálvandi	DN
lætt	APSNSN
at	CI
sita	VI
og	C
siga	VI
,	KC
og	C
fyri	DG
onkran	PBMSA
ljóðar	VNPS3
tað	PPNSN
uttan	DN
iva	SMSA
sum	C
ein	PBFSN
kliché	SFSN
,	KC
men	C
fyri	DG
meg	PP1SA
snýr	VNPS3
hetta	PDNSN
seg	PPNSA
um	DG
eina	PBFSA
heila	APSFSA
lívsfatan	SFSA
,	KC
sum	CR
sær	VNPS3
hvørt	PBNSA
einstakt	APSNSN
menniskja	SNSA
sum	C
lið	SNSA
í	DG
eini	PBFSD
óendaligari	APSFSD
ringrás	SFSD
.	KE

Eitt	PBNSN
tað	PDNSN
besta	ASSNSN
dømi	SNSN
er	VNPS3
tankin	SMSNA
um	DG
vistfrøðilig	APSNPA
landbrúk	SNPA
.	KE

Í	DG
innganginum	SMSDA
til	DG
"	KQ
Aftur	DN
Nú	DN
"	KQ
lýsir	VNPS3
Unn	SFSNP
savnið	SNSAA
sum	C
eygleiðingar	SFPA
,	KC
hugleiðingar	SFPA
og	C
royndir	SFPA
,	KC
hon	PPFSN
hevur	VNPS3
gjørt	VANSN
sær	PPFSD
,	KC
í	DG
eini	PBFSD
longdari	APSFSD
"	KQ
nú	DN
-	KO
process	SFSD
"	KQ
,	KC
sum	C
hon	PPFSN
tekur	VNPS3
til	DN
.	KE

Tekstirnir	SMPNA
í	DG
"	KQ
Aftur	DN
Nú	DN
"	KQ
spegla	VNPP3
boðskapin	SMSAA
um	DG
,	KC
at	C
alt	PBNSN
er	VNPS3
ein	PBFSN
process	SFSN
,	KC
og	C
at	C
hvør	PBFSN
einasta	ASWFSN
lítla	APSFSN
hending	SFSN
hevur	VNPS3
eina	PBFSA
avleiðing	SFSA
av	DG
onkrum	PBNSD
slagi	SNSD
.	KE

Bilførarin	SMSNA
bleiv	VNAS3
fastur	APSMSN
í	DG
bilinum	SMSDA
,	KC
og	C
neyðugt	APSNSN
var	VNAS3
at	CI
skera	VI
mannin	SMSAA
leysan	APSMSA
úr	DG
bilinum	SMSDA
.	KE

Torbjørn	SMSNP
Jacobsen	SXP
verður	VNPS3
ikki	DN
blakaður	VAMSN
úr	DG
Tjóðveldisflokkinum	SMSDA
,	KC
tá	C
ið	C
flokkurin	SMSNA
hevur	VNPS3
eykafloksting	SNSA
í	DG
næstu	ASSFSD
viku	SFSD
.	KE

Og	C
tað	PDNSN
uppskotið	SNSNA
stendur	VNPS3
við	DN
og	C
skal	VNPS3
viðgerast	VE
á	DG
eykaflokstinginum	SNSDA
í	DG
næstu	ASSFSD
viku	SFSD
.	KE

Men	C
Høgni	SMSNP
Hoydal	SMSAP
vil	VNPS3
ongar	PBFPA
viðmerkingar	SFPA
gera	VI
,	KC
nú	DN
uppskotini	SNPNA
um	DN
at	CI
koyra	VI
Torbjørn	SMSAP
Jacobsen	SXP
úr	DG
flokkinum	SMSDA
eru	VNPP3
tikin	VANPN
aftur	DN
.	KE

Hevndi	VNAS3
seg	PPMSA
fyri	DG
upploysn	SFSA
av	DG
rockbólki	SMSD

Hann	PPMSN
var	VNAS3
á	DG
staðnum	SNSDA
tveir	NCMPA
minuttir	SMPA
eftir	DG
,	KC
at	C
fyrsta	ASWNSN
skotið	SNSNA
varð	VNAS3
latið	VANSN
av	DN
.	KE

Tá	C
ið	C
roykalarmurin	SMSNA
fór	VNAS3
í	DG
gongd	SFSA
,	KC
vóru	VNAP3
øll	PBNPN
børnini	SNPNA
fingin	VANPN
út	DN
úr	DG
frítíðarskúlanum	SMSDA
beinanvegin	DN
.	KE

Oljuleiting	SFSN

Og	C
tað	PPNSN
er	VNPS3
sera	DN
vanligt	APSNSN
aðrastaðni	DN
og	C
tað	PPNSN
bæði	DN
inn	DN
og	C
út	DN
.	KE

Og	C
so	DN
hevur	VNPS3
ikki	DN
verið	VANSN
so	DN
nógv	APSNSN
at	CI
hoyra	VI
til	DG
tað	PPNSA
síðani	DN
.	KE

Støðan	SFSNA
er	VNPS3
so	DN
tann	PDFSN
,	KC
at	C
Statoil	F
hevur	VNPS3
eitt	PBNSA
9	NO
ára	SNPG
loyvi	SNSA
,	KC
har	DN
tað	PPNSN
kann	VNPS3
hugsast	VE
,	KC
at	C
tað	PPNSN
kann	VNPS3
flyta	VI
sín	PPMSA
brunn	SMSA
.	KE

Tað	PPNSA
hava	VNPP1
vit	PP1PN
heldur	DCN
ikki	DN
fingið	VANSN
váttað	VANSN
.	KE

Janus	SMSNP
Petersen	SXP
sigur	VNPS3
,	KC
at	C
avgreiðslan	SFSNA
á	DG
flogvøllinum	SMSDA
er	VNPS3
bert	DN
opin	APSFSN
frá	DG
kl	TS
10	NO
-	KO
13	NO
,	KC
og	C
at	C
hon	PPFSN
verður	VNPS3
sera	DN
lítið	DN
brúkt	VAFSN
.	KE

Spurdur	VAMSN
um	DG
hetta	PDNSA
ikki	DN
fer	VNPS3
at	CI
hava	VI
eina	PBFSA
negativa	APSFSA
ávirkan	SFSA
á	DG
ferðavinnuna	SFSAA
,	KC
at	C
fólk	SNPN
ikki	DN
hava	VNPP3
eina	PBFSA
bankaavgreiðslu	SFSA
at	CI
venda	VI
sær	PPNPD
til	DN
,	KC
tá	C
tey	PPNPN
koma	VNPP3
til	DG
landið	SNSAA
,	KC
svarar	VNPS3
Janus	SMSNP
ógvuliga	DN
avgjørdur	VAMSN
,	KC
at	C
tað	PPNSA
heldur	VNPS3
hann	PPMSN
ikki	DN
.	KE

tørvur	SMSN
á	DG
lógarbroyting	SFSD

Vit	PP1PN
hava	VNPP1
eina	PBFSA
lóg	SFSA
,	KC
sum	CR
greitt	APSNSN
sigur	VNPS3
,	KC
at	C
bert	DN
kioskir	SFPN
við	DG
avmarkaðum	APSNSD
úrvali	SNSD
av	DG
matvørum	SFPD
kunnu	VNPP3
hava	VI
opið	DN
sunnudagar	SMPA
.	KE

Fólk	SNPN
ynskja	VNPP3
at	CI
keypa	VI
leygardagar	SMPA
,	KC
og	C
tað	PPNSN
er	VNPS3
bara	DN
rímiligt	APSNSN
,	KC
at	C
tey	PPNPN
so	DN
eisini	DN
sleppa	VI
tað	PPNSA
,	KC
staðfestir	VNPS3
Finn	SMSNP
.	KE

-	KO
Vit	PP1PN
sóu	VNAP1
jú	DN
menniskju	SNPA
,	KC
sum	CR
stóðu	VNAP3
púra	DN
hjálparleys	APSNPN
og	C
høvdu	VNAP3
mist	VANSN
alt	PBNSA
,	KC
men	C
kortini	DN
royndu	VNAP3
at	CI
varðveita	VI
álitið	SNSAA
á	DG
,	KC
at	C
tey	PPNPN
,	KC
sum	CR
sótu	VNAP3
við	DG
valdið	SNSAA
,	KC
onkusvegna	DN
kundu	VNAP3
hjálpa	VI
teimum	PPNPD
.	KE

